epoch,train_loss,train_accuracy
0,3.929196760934942,0.044558631796916943
1,3.1943948502634085,0.05422194953600736
2,3.1865515895918306,0.056446046475956746
3,3.185996250779021,0.05820998542833039
4,3.1858528396662544,0.058900222409693996
5,3.1855016444243636,0.05667612546974461
6,3.185195133966558,0.057979906434542525
7,3.184823475632013,0.05682951146560319
8,3.1853448865460416,0.057136283457320344
9,3.1843110217767605,0.058746836413835414
10,3.1851640296917334,0.058900222409693996
11,3.185317858761432,0.05652273947388604
12,3.1848040538675644,0.055985888488381014
13,3.184749466531417,0.057289669453178926
14,3.1854445735613504,0.058440064422118264
15,3.1849018218470553,0.057596441444896083
16,3.1847510770255445,0.058746836413835414
17,3.1849096358991136,0.05851675742004755
18,3.1850429469463872,0.058056599432471816
19,3.1841333753922405,0.05782652043868395
20,3.1846873047305087,0.05836337142418897
21,3.184525128673105,0.05813329243040111
22,3.184566690641291,0.05897691540762329
23,3.1845687358987096,0.058746836413835414
24,3.184485671566982,0.058900222409693996
25,3.1846853845259724,0.05828667842625968
26,3.1846395181674585,0.057289669453178926
27,3.1844747557359585,0.058440064422118264
28,3.1843831831333684,0.058056599432471816
29,3.184683409391665,0.05813329243040111
