epoch,train_loss,train_accuracy
0,3.177156686782837,0.14180535317125548
1,1.7491726717528175,0.4287905514226551
2,1.3428093668292551,0.5353938185443669
3,1.1001773464913462,0.6027302707262827
4,0.9792502303333843,0.6413068486847151
5,0.8870152988854576,0.6619372651276938
6,0.8379960638635299,0.6768923997239052
7,0.7888967564292982,0.6962957282000153
8,0.7777926387155757,0.6949919472352174
9,0.7468468643286649,0.7070327479101158
10,0.7119632188011619,0.7175396886264284
11,0.6836162691607195,0.7298105682951147
12,0.6823326152037171,0.7307308842702661
13,0.6500277977948096,0.7393205000383465
14,0.6479361757051711,0.7403942020093566
15,0.6448956881375874,0.7384001840631951
16,0.6202093168508773,0.7479868088043562
17,0.6108399346178653,0.7522049236904671
18,0.6074221812042535,0.756423038576578
19,0.6233962720223502,0.7499808267505177
20,0.5903883683038693,0.7591072935041031
21,0.5674501734913564,0.7683871462535471
22,0.5824363116247981,0.7634021013881432
23,0.5654233482246306,0.7733721911189508
24,0.5831006354853219,0.7614080834419817
25,0.5544041947406881,0.776056446046476
26,0.5535453103628813,0.7794309379553647
27,0.5545958626796218,0.7755962880589002
28,0.528545580073899,0.7863333077690007
29,0.5289609232077411,0.7855663777897078
