epoch,train_loss,train_accuracy
0,3.532784760317063,0.09387310367949041
1,2.0482938704006175,0.33039979884334925
2,1.5617243720885905,0.4387729444304752
3,1.3887811510320653,0.47942335093454025
4,1.3061583338574292,0.5054060849886849
5,1.2203951701123448,0.5297963288911239
6,1.1915468331326775,0.5437934791719051
7,1.1420385725995437,0.5572877378258319
8,1.1054517301646145,0.5690218757857681
9,1.0886135741988605,0.5776548487134356
10,1.0743561498621568,0.5860363758276758
11,1.0429644489033336,0.5891375408599446
12,1.0369020056597051,0.5946693487553433
13,1.0200938219055136,0.601709831531305
14,1.0286248090432928,0.5957589472801944
15,0.9834731065015742,0.6100913586455452
16,0.9753806635657734,0.6136954153046685
17,0.9577101497726644,0.6177185483195038
18,0.9391784419350445,0.6258486296203168
19,0.9367056979852564,0.6288659793814433
20,0.9398865014474023,0.6324700360405666
21,0.9204919507159269,0.6376665828513955
22,0.901293171599587,0.6465510015924901
23,0.9191414732984043,0.6421926074930853
24,0.9001504364498158,0.6452099572542117
25,0.9049009091076367,0.6421087922219428
26,0.8881957903902798,0.6480596764730534
27,0.885251093675746,0.6461319252367781
28,0.8777402307897966,0.6504065040650406
29,0.8788877955095016,0.6469700779482022
