epoch,train_loss,train_accuracy
0,3.9507875389522975,0.11594580510682648
1,1.6890800058841706,0.44337328469689075
2,1.2618236819903055,0.5486364425916276
3,1.0937846014897028,0.5970123328122285
4,1.0355118738280402,0.6175091193329859
5,0.9625841803020901,0.6385270105957964
6,0.9544279535611471,0.6385270105957964
7,0.9002840694453981,0.6580684384227896
8,0.8727977769242392,0.6662324127149557
9,0.8606155378950967,0.664061142956401
10,0.8354162454605103,0.6749174917491749
11,0.8126871642139223,0.6834288692027097
12,0.8440563758214314,0.673614729894042
13,0.7835020537177722,0.6963696369636964
14,0.7645694173044628,0.7031439986103873
15,0.7600644517276022,0.7049678652075734
16,0.755031796462006,0.7054021191592843
17,0.7425111684534285,0.7130449887093973
18,0.7727733674976561,0.6978461003995137
19,0.710111971365081,0.7207747090498523
20,0.7307202706734339,0.7162584679520584
21,0.7130069199535581,0.7192982456140351
22,0.7038001178039445,0.7233802327601181
23,0.6816263619396422,0.735973597359736
24,0.7065443967779478,0.7232933819697759
25,0.682712935242388,0.7322390133750217
26,0.6938072019153171,0.7305019975681779
27,0.6788183675871955,0.7349313878756296
28,0.6976830479171541,0.7318047594233108
29,0.6548329969247182,0.7380580163279485
