epoch,train_loss,train_accuracy
0,3.504797328602184,0.11977202246249266
1,2.0397399498179634,0.3428044589724248
2,1.6283292528142266,0.44983656022127233
3,1.4470538697778221,0.4931690554018942
4,1.3420740773971067,0.5266951638588551
5,1.281643237022155,0.5425362501047691
6,1.1878346367315813,0.5616461319252368
7,1.129458023265084,0.5818456122705556
8,1.0788238351357813,0.5963456541781913
9,1.0344208077313428,0.6132763389489565
10,0.9983920993651936,0.6205682675383455
11,0.9550929955620179,0.6416897158662308
12,0.9727904535232381,0.6299555779062945
13,0.9336406298499694,0.647137708490487
14,0.8954173151184531,0.6570279104852904
15,0.8846002466538373,0.655686866147012
16,0.8582528392898845,0.6634816863632553
17,0.843603701355623,0.67027072332579
18,0.8342078831744066,0.6737909647137709
19,0.8139014773190341,0.6863632553851312
20,0.8126984517523311,0.6832620903528623
21,0.7863732303846329,0.6961696421087922
22,0.7803555781191046,0.692565585449669
23,0.7749726816932148,0.6958343810242226
24,0.7614398279929544,0.7017014500041908
25,0.7619623114718473,0.7058083982901685
26,0.7536702490745382,0.7060598441035957
27,0.7361387922802073,0.7089095633224374
28,0.7499878337995254,0.7049702455787444
29,0.719348191577483,0.7160338613695415
