epoch,train_loss,train_accuracy
0,2.634990272860901,0.32967791411042946
1,0.8381396540824104,0.7087423312883435
2,0.6259946484922194,0.7739263803680981
3,0.5023645202026648,0.8151840490797546
4,0.4461853251445527,0.8296012269938651
5,0.38604087977871004,0.8511503067484663
6,0.34444738186749757,0.866180981595092
7,0.30407860528166386,0.8825920245398773
8,0.299013051660914,0.8805981595092025
9,0.278947252451497,0.8889570552147239
10,0.2644925530196405,0.8961656441717791
11,0.24386793312927088,0.9032208588957055
12,0.22555213070967617,0.9085889570552147
13,0.2282114223960568,0.9115030674846626
14,0.2150815196116181,0.915260736196319
15,0.19731512593616748,0.9220092024539878
16,0.1975925828092823,0.9213957055214724
17,0.180528191338275,0.92829754601227
18,0.19021287523940497,0.9246932515337424
19,0.17842666017731615,0.930521472392638
20,0.17377445340046987,0.9312116564417178
21,0.15919459466913752,0.9384969325153374
22,0.16364139445381715,0.9361963190184049
23,0.1588183655860085,0.9377300613496933
24,0.15791313725468867,0.9373466257668711
25,0.15196764657237366,0.9395705521472393
26,0.14535646924895107,0.9418711656441717
27,0.15459240585857748,0.9394171779141104
28,0.13092867528800578,0.9482361963190185
29,0.13903686292378195,0.9464723926380368
