epoch,train_loss,train_accuracy
0,3.120952007817287,0.19539877300613498
1,1.1732001550057356,0.5838957055214724
2,0.9088873483386695,0.657898773006135
3,0.7820102045056867,0.701840490797546
4,0.7182513552845693,0.7234662576687116
5,0.664461802910356,0.7417944785276074
6,0.6212106986957437,0.7572085889570552
7,0.5960685090691435,0.7642638036809816
8,0.5561892771545578,0.7789877300613497
9,0.5538214312172404,0.7861196319018405
10,0.5557616196718871,0.7808282208588957
11,0.5077823125848583,0.7929447852760736
12,0.48674675471642437,0.8062116564417178
13,0.48128144654865357,0.8040644171779141
14,0.46727852092361916,0.8136503067484663
15,0.45462097125310524,0.820398773006135
16,0.44631680305681976,0.8230061349693252
17,0.4364757708766881,0.8264570552147239
18,0.4384649472639841,0.8246165644171779
19,0.4146065483344536,0.8329754601226994
20,0.42431020619822485,0.8304447852760736
21,0.38951712605707783,0.8419478527607362
22,0.39361249750443533,0.8422546012269939
23,0.39649252242901745,0.8418711656441717
24,0.38089847272517635,0.8456288343558283
25,0.36221249635313074,0.8516104294478528
26,0.36447858664334987,0.854601226993865
27,0.3665354098467266,0.8575920245398773
28,0.3663375743610017,0.8526840490797546
29,0.34009649699517325,0.8653374233128834
