epoch,train_loss,train_accuracy
0,3.1870777396594776,0.1821458700820615
1,1.6912607252597809,0.4267965334764936
2,1.359449875121023,0.5102385152235601
3,1.2328826285460417,0.5472812332234067
4,1.1187425729106455,0.5811795383081525
5,1.05368279300484,0.60625814863103
6,1.0082446754563088,0.6159981593680497
7,0.957398115419874,0.6298028989953217
8,0.9423500986075869,0.6346345578648669
9,0.9121493726384406,0.6462152005521896
10,0.8814036071884865,0.6561852902829972
11,0.8489067455132803,0.6629342741007745
12,0.8444526937662387,0.6663087660096633
13,0.8021100712757484,0.6837180765396119
14,0.818406986839631,0.6744382237901679
15,0.7961960376477709,0.6854820154919856
16,0.7794523952054042,0.6933813942787024
17,0.7475867101959154,0.7032747910115806
18,0.735298855778049,0.7001303780964798
19,0.7223817489895166,0.7143952757113275
20,0.7291746317755943,0.7141651967175396
21,0.6990864846636268,0.7205307155456707
22,0.7017801218465263,0.7241352864483472
23,0.6881191591713943,0.7242886724442058
24,0.6757776129479501,0.7338752971853669
25,0.6761089839479503,0.7269729273717309
26,0.677376785699059,0.7318812792392054
27,0.6561892707558239,0.7388603420507708
28,0.6427801695524478,0.7439220799141039
29,0.6512033607737691,0.7363294731191042
