epoch,train_loss,train_accuracy
0,2.9942697333354578,0.1657208588957055
1,1.391490152653526,0.5233895705521472
2,1.0971156759004967,0.6042944785276073
3,0.9272355746989157,0.6537576687116564
4,0.8502664107318018,0.6737730061349694
5,0.7834156292910669,0.6969325153374233
6,0.7440191644663904,0.7102760736196319
7,0.7119906265653816,0.7205521472392638
8,0.6586945363703895,0.7358895705521472
9,0.6290121351679167,0.7526073619631902
10,0.6341541628627216,0.7474693251533743
11,0.6076866787146119,0.756978527607362
12,0.6021576798429676,0.7605061349693252
13,0.6049909802044139,0.7586656441717792
14,0.5879000190864591,0.7675613496932515
15,0.5702873665620299,0.7690950920245399
16,0.5576706306607115,0.7784509202453987
17,0.5674208294527203,0.7743098159509203
18,0.5602989662803856,0.7788343558282208
19,0.5469440702421993,0.7811349693251534
20,0.5299426946862071,0.7858128834355829
21,0.5288047754735339,0.7934815950920245
22,0.5354014053648594,0.7832055214723926
23,0.5183536467306754,0.7934815950920245
24,0.5170615408934799,0.7952453987730062
25,0.5084115857733231,0.7980061349693252
26,0.5087523552424768,0.7942484662576688
27,0.5110384371204704,0.7982361963190184
28,0.5029045943097741,0.7970092024539878
29,0.5054070460153561,0.7969325153374233
