epoch,train_loss,train_accuracy
0,3.390434595884061,0.15584017179231535
1,1.2482461254386341,0.5870848991487078
2,0.8467059684734718,0.6995935271109748
3,0.7235677978571724,0.7387069560549122
4,0.6011211750846283,0.7751361300713245
5,0.5250389196124732,0.7981440294501112
6,0.5070770582293763,0.8047396272720301
7,0.46044427083403455,0.818237594907585
8,0.4371870609329027,0.8278242196487461
9,0.4107869267463684,0.8355702124396043
10,0.3825303042928378,0.8480711711020784
11,0.39871178837675675,0.8424725822532403
12,0.3556799334930439,0.8570442518598052
13,0.3374306882421176,0.8667075695988956
14,0.3462223547200362,0.8597285067873304
15,0.3185210640304813,0.8737633254083902
16,0.3245153909220415,0.8716159214663701
17,0.3160771620551161,0.8755272643607639
18,0.30348026131590206,0.8790551422655112
19,0.307770086781067,0.8800521512385919
20,0.2978413119619968,0.8819694761868242
21,0.2823206611050695,0.8854206610936421
22,0.2769322775158228,0.8929365748907124
23,0.2740182408369055,0.8924764169031367
24,0.2937951511612125,0.8835033361454099
25,0.26145345936803255,0.8948538998389447
26,0.2512079242470802,0.9003757956898535
27,0.2670385693291239,0.8928598818927832
28,0.24679665154247893,0.9033668226090958
29,0.25845843893201914,0.8965411457933891
